Day;Timestamp [dd.mm.yyyy,hh:mm:ss.ss];GPS_Position_Distance (GPS) (obsolete) [m] : [1];5G NR UE_Cell Environment_1. PCI : [1];5G NR UE_Cell Environment_1. PCI : [2];LTE UE_PCell_PCI, PCI[MCG-PCell] : [1];LTE UE_PCell_PCI, PCI[MCG-PCell] : [2];5G NR UE_5G NR Carriers_SS-RSRP, SS-RSRP[SCG-PCell] [dBm] : [1];5G NR UE_5G NR Carriers_SS-RSRP, SS-RSRP[SCG-PCell] [dBm] : [2];LTE UE_PCell_RSRP, RSRP[MCG-PCell] [dBm] : [1];LTE UE_PCell_RSRP, RSRP[MCG-PCell] [dBm] : [2];5G NR UE_5G NR Carriers_SS-RSRQ, SS-RSRQ[SCG-PCell] [dB] : [1];5G NR UE_5G NR Carriers_SS-RSRQ, SS-RSRQ[SCG-PCell] [dB] : [2];LTE UE_PCell_RSRQ, RSRQ[MCG-PCell] [dB] : [1];LTE UE_PCell_RSRQ, RSRQ[MCG-PCell] [dB] : [2];5G NR UE_5G NR Carriers_SS-SINR, SS-SINR[SCG-PCell] [dB] : [1];5G NR UE_5G NR Carriers_SS-SINR, SS-SINR[SCG-PCell] [dB] : [2];LTE UE_PCell_SINR, SINR[MCG-PCell] [dB] : [1];LTE UE_PCell_SINR, SINR[MCG-PCell] [dB] : [2];GSM UE_RAT Info_Mode : [1];GSM UE_RAT Info_Mode : [2];5G NR UE_PDSCH Total_Net PDSCH Thp [kBit/s] : [1];5G NR UE_PDSCH Total_Net PDSCH Thp [kBit/s] : [2];LTE UE_PDSCH Total_Total PDSCH Throughput [kBit/s] : [1];LTE UE_PDSCH Total_Total PDSCH Throughput [kBit/s] : [2];5G NR UE_PUSCH Total_Scheduled PUSCH Thp [kBit/s] : [1];5G NR UE_PUSCH Total_Scheduled PUSCH Thp [kBit/s] : [2];LTE UE_PUSCH Total_Total PUSCH Throughput [kBit/s] : [1];LTE UE_PUSCH Total_Total PUSCH Throughput [kBit/s] : [2];5G NR UE_PDSCH Total_PDSCH QPSK Rate [%] : [1];5G NR UE_PDSCH Total_PDSCH QPSK Rate [%] : [2];5G NR UE_PDSCH Total_PDSCH 16QAM Rate [%] : [1];5G NR UE_PDSCH Total_PDSCH 16QAM Rate [%] : [2];5G NR UE_PDSCH Total_PDSCH 64QAM Rate [%] : [1];5G NR UE_PDSCH Total_PDSCH 64QAM Rate [%] : [2];5G NR UE_PDSCH Total_PDSCH 256QAM Rate [%] : [1];5G NR UE_PDSCH Total_PDSCH 256QAM Rate [%] : [2];LTE UE_PDSCH Total_Total QPSK Rate [%] : [1];LTE UE_PDSCH Total_Total QPSK Rate [%] : [2];LTE UE_PDSCH Total_Total 16QAM Rate [%] : [1];LTE UE_PDSCH Total_Total 16QAM Rate [%] : [2];LTE UE_PDSCH Total_Total 64QAM Rate [%] : [1];LTE UE_PDSCH Total_Total 64QAM Rate [%] : [2];LTE UE_PDSCH Total_Total 256QAM Rate [%] : [1];LTE UE_PDSCH Total_Total 256QAM Rate [%] : [2];5G NR UE_PUSCH Total_PUSCH QPSK Rate [%] : [1];5G NR UE_PUSCH Total_PUSCH QPSK Rate [%] : [2];5G NR UE_PUSCH Total_PUSCH 16QAM Rate [%] : [1];5G NR UE_PUSCH Total_PUSCH 16QAM Rate [%] : [2];5G NR UE_PUSCH Total_PUSCH 32QAM Rate [%] : [1];5G NR UE_PUSCH Total_PUSCH 32QAM Rate [%] : [2];5G NR UE_PUSCH Total_PUSCH 64QAM Rate [%] : [1];5G NR UE_PUSCH Total_PUSCH 64QAM Rate [%] : [2];5G NR UE_PUSCH Total_PUSCH 128QAM Rate [%] : [1];5G NR UE_PUSCH Total_PUSCH 128QAM Rate [%] : [2];5G NR UE_PUSCH Total_PUSCH 256QAM Rate [%] : [1];5G NR UE_PUSCH Total_PUSCH 256QAM Rate [%] : [2];LTE UE_PUSCH Total_Total QPSK Rate [%] : [1];LTE UE_PUSCH Total_Total QPSK Rate [%] : [2];LTE UE_PUSCH Total_Total 16QAM Rate [%] : [1];LTE UE_PUSCH Total_Total 16QAM Rate [%] : [2];LTE UE_PUSCH Total_Total 64QAM Rate [%] : [1];LTE UE_PUSCH Total_Total 64QAM Rate [%] : [2];5G NR UE_PDSCH Total_Min PDSCH MCS : [1];5G NR UE_PDSCH Total_Min PDSCH MCS : [2];5G NR UE_PDSCH Total_Avg PDSCH MCS : [1];5G NR UE_PDSCH Total_Avg PDSCH MCS : [2];5G NR UE_PDSCH Total_Max PDSCH MCS : [1];5G NR UE_PDSCH Total_Max PDSCH MCS : [2];LTE UE_PCell Channel Quality_1st DL MCS Level, 1st DL MCS Level[MCG-PCell] : [1];LTE UE_PCell Channel Quality_1st DL MCS Level, 1st DL MCS Level[MCG-PCell] : [2];LTE UE_PCell Channel Quality_2nd DL MCS Level, 2nd DL MCS Level[MCG-PCell] : [1];LTE UE_PCell Channel Quality_2nd DL MCS Level, 2nd DL MCS Level[MCG-PCell] : [2];5G NR UE_PUSCH Total_Min PUSCH MCS : [1];5G NR UE_PUSCH Total_Min PUSCH MCS : [2];5G NR UE_PUSCH Total_Avg PUSCH MCS : [1];5G NR UE_PUSCH Total_Avg PUSCH MCS : [2];5G NR UE_PUSCH Total_Max PUSCH MCS : [1];5G NR UE_PUSCH Total_Max PUSCH MCS : [2];LTE UE_PCell Channel Quality_UL MCS Level, UL MCS Level[MCG-PCell] : [1];LTE UE_PCell Channel Quality_UL MCS Level, UL MCS Level[MCG-PCell] : [2];5G NR UE_PDSCH Total_Min Num PDSCH RB : [1];5G NR UE_PDSCH Total_Min Num PDSCH RB : [2];5G NR UE_PDSCH Total_Avg Num PDSCH RB : [1];5G NR UE_PDSCH Total_Avg Num PDSCH RB : [2];5G NR UE_PDSCH Total_Max Num PDSCH RB : [1];5G NR UE_PDSCH Total_Max Num PDSCH RB : [2];LTE UE_PDSCH Total_Total RB Min : [1];LTE UE_PDSCH Total_Total RB Min : [2];LTE UE_PDSCH Total_Total RB Max : [1];LTE UE_PDSCH Total_Total RB Max : [2];LTE UE_PDSCH Total_Total RB Average : [1];LTE UE_PDSCH Total_Total RB Average : [2];5G NR UE_PUSCH Total_Min Num PUSCH RB : [1];5G NR UE_PUSCH Total_Min Num PUSCH RB : [2];5G NR UE_PUSCH Total_Avg Num PUSCH RB : [1];5G NR UE_PUSCH Total_Avg Num PUSCH RB : [2];5G NR UE_PUSCH Total_Max Num PUSCH RB : [1];5G NR UE_PUSCH Total_Max Num PUSCH RB : [2];LTE UE_PUSCH Total_Total RB Min : [1];LTE UE_PUSCH Total_Total RB Min : [2];LTE UE_PUSCH Total_Total RB Max : [1];LTE UE_PUSCH Total_Total RB Max : [2];LTE UE_PUSCH Total_Total RB Average : [1];LTE UE_PUSCH Total_Total RB Average : [2];5G NR UE_PDSCH Total_Min PDSCH TBS [Bytes] : [1];5G NR UE_PDSCH Total_Min PDSCH TBS [Bytes] : [2];5G NR UE_PDSCH Total_Avg PDSCH TBS [Bytes] : [1];5G NR UE_PDSCH Total_Avg PDSCH TBS [Bytes] : [2];5G NR UE_PDSCH Total_Max PDSCH TBS [Bytes] : [1];5G NR UE_PDSCH Total_Max PDSCH TBS [Bytes] : [2];LTE UE_PDSCH Total_Total TBS Min [bit] : [1];LTE UE_PDSCH Total_Total TBS Min [bit] : [2];LTE UE_PDSCH Total_Total TBS Max [bit] : [1];LTE UE_PDSCH Total_Total TBS Max [bit] : [2];LTE UE_PDSCH Total_Total TBS Average [bit] : [1];LTE UE_PDSCH Total_Total TBS Average [bit] : [2];5G NR UE_PUSCH Total_Min PUSCH TBS : [1];5G NR UE_PUSCH Total_Min PUSCH TBS : [2];5G NR UE_PUSCH Total_Avg PUSCH TBS : [1];5G NR UE_PUSCH Total_Avg PUSCH TBS : [2];5G NR UE_PUSCH Total_Max PUSCH TBS : [1];5G NR UE_PUSCH Total_Max PUSCH TBS : [2];LTE UE_PUSCH Total_Total TBS Min [bit] : [1];LTE UE_PUSCH Total_Total TBS Min [bit] : [2];LTE UE_PUSCH Total_Total TBS Max [bit] : [1];LTE UE_PUSCH Total_Total TBS Max [bit] : [2];LTE UE_PUSCH Total_Total TBS Average [bit] : [1];LTE UE_PUSCH Total_Total TBS Average [bit] : [2];QoS Tester_QoS_DQA Result : [1];QoS Tester_QoS_DQA Result : [2];QoS Tester_Capacity Test Progress_Current IP Throughput DL (Capacity Test) [kBit/s] : [2];QoS Tester_Capacity Test Progress_Current IP Throughput UL (Capacity Test) [kBit/s] : [2];QoS Tester_Capacity Test Progress_Current Downloaded Bytes (Capacity Test) [kB] : [2];QoS Tester_Capacity Test Progress_Current Uploaded Bytes (Capacity Test) [kB] : [2];QoS Tester_Capacity Test Progress_Elapsed Time (Capacity Test) [ms] : [2];QoS Tester_Capacity Test Progress_Round Trip Time (Capacity Test) [ms] : [2];QoS Tester_Capacity Test Result_Capacity Test Result : [2];QoS Tester_Capacity Test Result_Start Time Capacity Test [ms] : [2];QoS Tester_Capacity Test Result_Stop Time Capacity Test [ms] : [2];QoS Tester_Capacity Test Result_App. Throughput DL (Capacity Test) [kBit/s] : [2];QoS Tester_Capacity Test Result_App. Throughput UL (Capacity Test) [kBit/s] : [2];QoS Tester_Capacity Test Result_App. Downloaded Bytes (Capacity Test) [kB] : [2];QoS Tester_Capacity Test Result_App. Uploaded Bytes (Capacity Test) [kB] : [2];QoS Tester_Capacity Test Result_Transfer Time (Capacity Test) [ms] : [2];QoS Tester_Capacity Test Result_Round Trip Time (Capacity Test) [ms] : [2];QoS Tester_Capacity Test Result_Sustainable Duration (Capacity Test) [ms] : [2];QoS Tester_Capacity Test Result_Sustainable Throughput DL(Capacity Test) [kBit/s] : [2];QoS Tester_Capacity Test Result_Sustainable Throughput UL (Capacity Test) [kBit/s] : [2];QoS Tester_Capacity Test Result 2_IP Throughput DL (Capacity Test) [kBit/s] : [2];QoS Tester_Capacity Test Result 2_IP Downloaded Bytes (Capacity Test) [Byte] : [2];QoS Tester_Capacity Test Result 2_IP Throughput UL (Capacity Test) [kBit/s] : [2];QoS Tester_Capacity Test Result 2_IP Uploaded Bytes (Capacity Test) [Byte] : [2];5G NR UE_5G NR Carriers_5G NR Band, 5G NR Band[SCG-PCell] : [1];5G NR UE_5G NR Carriers_5G NR Band, 5G NR Band[SCG-PCell] : [2];LTE UE_PCell_LTE Band, LTE Band[MCG-PCell] : [1];LTE UE_PCell_LTE Band, LTE Band[MCG-PCell] : [2];5G NR UE_PDSCH Total_PDSCH 2x2 MIMO Rate [%] : [1];5G NR UE_PDSCH Total_PDSCH 2x2 MIMO Rate [%] : [2];5G NR UE_PDSCH Total_PDSCH 3x3 MIMO Rate [%] : [1];5G NR UE_PDSCH Total_PDSCH 3x3 MIMO Rate [%] : [2];5G NR UE_PDSCH Total_PDSCH 4x4 MIMO Rate [%] : [1];5G NR UE_PDSCH Total_PDSCH 4x4 MIMO Rate [%] : [2];LTE UE_PCell PDSCH_1 MIMO Layer Rate, 1 MIMO Layer Rate[MCG-PCell] [%] : [1];LTE UE_PCell PDSCH_1 MIMO Layer Rate, 1 MIMO Layer Rate[MCG-PCell] [%] : [2];LTE UE_PCell PDSCH_2 MIMO Layer Rate, 2 MIMO Layer Rate[MCG-PCell] [%] : [1];LTE UE_PCell PDSCH_2 MIMO Layer Rate, 2 MIMO Layer Rate[MCG-PCell] [%] : [2];LTE UE_PCell PDSCH_3 MIMO Layer Rate, 3 MIMO Layer Rate[MCG-PCell] [%] : [1];LTE UE_PCell PDSCH_3 MIMO Layer Rate, 3 MIMO Layer Rate[MCG-PCell] [%] : [2];LTE UE_PCell PDSCH_4 MIMO Layer Rate, 4 MIMO Layer Rate[MCG-PCell] [%] : [1];LTE UE_PCell PDSCH_4 MIMO Layer Rate, 4 MIMO Layer Rate[MCG-PCell] [%] : [2];QoS Tester_QP Traceroute Response_Actual Hop : [1];QoS Tester_QP Traceroute Response_Actual Hop : [2];QoS Tester_QP Traceroute Response_Min. RTT [ms] : [1];QoS Tester_QP Traceroute Response_Min. RTT [ms] : [2];QoS Tester_QP Traceroute Response_Max. RTT [ms] : [1];QoS Tester_QP Traceroute Response_Max. RTT [ms] : [2];QoS Tester_QP Traceroute Response_Avg. RTT [ms] : [1];QoS Tester_QP Traceroute Response_Avg. RTT [ms] : [2];QoS Tester_QP Traceroute Response_Host Address : [1];QoS Tester_QP Traceroute Response_Host Address : [2];QoS Tester_QP Traceroute Response_# Probes sent : [1];QoS Tester_QP Traceroute Response_# Probes sent : [2];QoS Tester_QP Traceroute Response_# Probes received : [1];QoS Tester_QP Traceroute Response_# Probes received : [2];QoS Tester_QP Traceroute Response_Last Hop : [1];QoS Tester_QP Traceroute Response_Last Hop : [2];QoS Tester_QP Traceroute Response_Packet Size [Byte] : [1];QoS Tester_QP Traceroute Response_Packet Size [Byte] : [2];QoS Tester_QP Traceroute Response_Traceroute Hop Test Result : [1];QoS Tester_QP Traceroute Response_Traceroute Hop Test Result : [2];QoS Tester_QP Traceroute Result_Total Hops : [1];QoS Tester_QP Traceroute Result_Total Hops : [2];QoS Tester_QP Traceroute Result_Min. RTT [ms] : [1];QoS Tester_QP Traceroute Result_Min. RTT [ms] : [2];QoS Tester_QP Traceroute Result_Max. RTT [ms] : [1];QoS Tester_QP Traceroute Result_Max. RTT [ms] : [2];QoS Tester_QP Traceroute Result_Avg. RTT [ms] : [1];QoS Tester_QP Traceroute Result_Avg. RTT [ms] : [2];QoS Tester_QP Traceroute Result_Traceroute Test Result : [1];QoS Tester_QP Traceroute Result_Traceroute Test Result : [2];QoS Tester_QP Interactivity Progress_Cur. Progress [%] : [1];QoS Tester_QP Interactivity Progress_Cur. Progress [%] : [2];QoS Tester_QP Interactivity Progress_Cur. Num. Sent Packets : [1];QoS Tester_QP Interactivity Progress_Cur. Num. Sent Packets : [2];QoS Tester_QP Interactivity Progress_Cur. Num. Lost Packets : [1];QoS Tester_QP Interactivity Progress_Cur. Num. Lost Packets : [2];QoS Tester_QP Interactivity Progress_Cur. Packets Lost Ratio [%] : [1];QoS Tester_QP Interactivity Progress_Cur. Packets Lost Ratio [%] : [2];QoS Tester_QP Interactivity Progress_Cur. Round-trip Latency (median) [ms] : [1];QoS Tester_QP Interactivity Progress_Cur. Round-trip Latency (median) [ms] : [2];QoS Tester_QP Interactivity Progress_Cur. Round-trip Latency (10th percentile) [ms] : [1];QoS Tester_QP Interactivity Progress_Cur. Round-trip Latency (10th percentile) [ms] : [2];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation (median) [ms] : [1];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation (median) [ms] : [2];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation UL (median) [ms] : [1];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation UL (median) [ms] : [2];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation DL (median) [ms] : [1];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation DL (median) [ms] : [2];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation (99.9th percentile) [ms] : [1];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation (99.9th percentile) [ms] : [2];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation UL (99.9th percentile) [ms] : [1];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation UL (99.9th percentile) [ms] : [2];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation DL (99.9th percentile) [ms] : [1];QoS Tester_QP Interactivity Progress_Cur. Packet Delay Variation DL (99.9th percentile) [ms] : [2];QoS Tester_QP Interactivity Progress_Cur. Throughput UL [MBit/s] : [1];QoS Tester_QP Interactivity Progress_Cur. Throughput UL [MBit/s] : [2];QoS Tester_QP Interactivity Progress_Cur. Throughput DL [MBit/s] : [1];QoS Tester_QP Interactivity Progress_Cur. Throughput DL [MBit/s] : [2];QoS Tester_QP Interactivity Progress_Cur. Interactivity Score [%] : [1];QoS Tester_QP Interactivity Progress_Cur. Interactivity Score [%] : [2];QoS Tester_QP Interactivity Result_Interactivity Result : [1];QoS Tester_QP Interactivity Result_Interactivity Result : [2];QoS Tester_QP Interactivity Result_Num. Sent Packets : [1];QoS Tester_QP Interactivity Result_Num. Sent Packets : [2];QoS Tester_QP Interactivity Result_Num. Lost Packets : [1];QoS Tester_QP Interactivity Result_Num. Lost Packets : [2];QoS Tester_QP Interactivity Result_Num. Packets Discarded : [1];QoS Tester_QP Interactivity Result_Num. Packets Discarded : [2];QoS Tester_QP Interactivity Result_Num. Packets not Sent : [1];QoS Tester_QP Interactivity Result_Num. Packets not Sent : [2];QoS Tester_QP Interactivity Result_Packets Not Sent Ratio [%] : [1];QoS Tester_QP Interactivity Result_Packets Not Sent Ratio [%] : [2];QoS Tester_QP Interactivity Result_Packets Lost Ratio [%] : [1];QoS Tester_QP Interactivity Result_Packets Lost Ratio [%] : [2];QoS Tester_QP Interactivity Result_Packets Lost Ratio UL [%] : [1];QoS Tester_QP Interactivity Result_Packets Lost Ratio UL [%] : [2];QoS Tester_QP Interactivity Result_Packets Lost Ratio DL [%] : [1];QoS Tester_QP Interactivity Result_Packets Lost Ratio DL [%] : [2];QoS Tester_QP Interactivity Result_Packets Discarded Ratio [%] : [1];QoS Tester_QP Interactivity Result_Packets Discarded Ratio [%] : [2];QoS Tester_QP Interactivity Result_Total Packet Error Ratio [%] : [1];QoS Tester_QP Interactivity Result_Total Packet Error Ratio [%] : [2];QoS Tester_QP Interactivity Result_Channel QoS 3GPP [%] : [1];QoS Tester_QP Interactivity Result_Channel QoS 3GPP [%] : [2];QoS Tester_QP Interactivity Result_Round-trip Latency (median) [ms] : [1];QoS Tester_QP Interactivity Result_Round-trip Latency (median) [ms] : [2];QoS Tester_QP Interactivity Result_Round-trip Latency (10th percentile) [ms] : [1];QoS Tester_QP Interactivity Result_Round-trip Latency (10th percentile) [ms] : [2];QoS Tester_QP Interactivity Result_Packet Delay Variation (median) [ms] : [1];QoS Tester_QP Interactivity Result_Packet Delay Variation (median) [ms] : [2];QoS Tester_QP Interactivity Result_Packet Delay Variation UL (median) [ms] : [1];QoS Tester_QP Interactivity Result_Packet Delay Variation UL (median) [ms] : [2];QoS Tester_QP Interactivity Result_Packet Delay Variation DL (median) [ms] : [1];QoS Tester_QP Interactivity Result_Packet Delay Variation DL (median) [ms] : [2];QoS Tester_QP Interactivity Result_Packet Delay Variation (99.9th percentile) [ms] : [1];QoS Tester_QP Interactivity Result_Packet Delay Variation (99.9th percentile) [ms] : [2];QoS Tester_QP Interactivity Result_Packet Delay Variation UL (99.9th percentile) [ms] : [1];QoS Tester_QP Interactivity Result_Packet Delay Variation UL (99.9th percentile) [ms] : [2];QoS Tester_QP Interactivity Result_Packet Delay Variation DL (99.9th percentile) [ms] : [1];QoS Tester_QP Interactivity Result_Packet Delay Variation DL (99.9th percentile) [ms] : [2];QoS Tester_QP Interactivity Result_Throughput UL [MBit/s] : [1];QoS Tester_QP Interactivity Result_Throughput UL [MBit/s] : [2];QoS Tester_QP Interactivity Result_Throughput DL [MBit/s] : [1];QoS Tester_QP Interactivity Result_Throughput DL [MBit/s] : [2];QoS Tester_QP Interactivity Result_Interactivity Score [%] : [1];QoS Tester_QP Interactivity Result_Interactivity Score [%] : [2];QoS Tester_Capacity Test Progress_Current IP Throughput DL (Capacity Test) [kBit/s] : [1];QoS Tester_Capacity Test Progress_Current IP Throughput UL (Capacity Test) [kBit/s] : [1];QoS Tester_Capacity Test Progress_Current Downloaded Bytes (Capacity Test) [kB] : [1];QoS Tester_Capacity Test Progress_Current Uploaded Bytes (Capacity Test) [kB] : [1];QoS Tester_Capacity Test Progress_Elapsed Time (Capacity Test) [ms] : [1];QoS Tester_Capacity Test Progress_Round Trip Time (Capacity Test) [ms] : [1];QoS Tester_Capacity Test Result_Capacity Test Result : [1];QoS Tester_Capacity Test Result_Start Time Capacity Test [ms] : [1];QoS Tester_Capacity Test Result_Stop Time Capacity Test [ms] : [1];QoS Tester_Capacity Test Result_App. Throughput DL (Capacity Test) [kBit/s] : [1];QoS Tester_Capacity Test Result_App. Throughput UL (Capacity Test) [kBit/s] : [1];QoS Tester_Capacity Test Result_App. Downloaded Bytes (Capacity Test) [kB] : [1];QoS Tester_Capacity Test Result_App. Uploaded Bytes (Capacity Test) [kB] : [1];QoS Tester_Capacity Test Result_Transfer Time (Capacity Test) [ms] : [1];QoS Tester_Capacity Test Result_Round Trip Time (Capacity Test) [ms] : [1];QoS Tester_Capacity Test Result_Sustainable Duration (Capacity Test) [ms] : [1];QoS Tester_Capacity Test Result_Sustainable Throughput DL(Capacity Test) [kBit/s] : [1];QoS Tester_Capacity Test Result_Sustainable Throughput UL (Capacity Test) [kBit/s] : [1];QoS Tester_Capacity Test Result 2_IP Throughput DL (Capacity Test) [kBit/s] : [1];QoS Tester_Capacity Test Result 2_IP Downloaded Bytes (Capacity Test) [Byte] : [1];QoS Tester_Capacity Test Result 2_IP Throughput UL (Capacity Test) [kBit/s] : [1];QoS Tester_Capacity Test Result 2_IP Uploaded Bytes (Capacity Test) [Byte] : [1];QoS Tester_Net Throughput_Current Netw. DL [kBit/s] : [1];QoS Tester_Net Throughput_Current Netw. DL [kBit/s] : [2];QoS Tester_Net Throughput_Current Netw. UL [kBit/s] : [1];QoS Tester_Net Throughput_Current Netw. UL [kBit/s] : [2];QoS Tester_Net Throughput_Mean Netw. DL [kBit/s] : [1];QoS Tester_Net Throughput_Mean Netw. DL [kBit/s] : [2];QoS Tester_Net Throughput_Mean Netw. UL [kBit/s] : [1];QoS Tester_Net Throughput_Mean Netw. UL [kBit/s] : [2];QoS Tester_Net Throughput_Current Netw. DL Avg [kBit/s] : [1];QoS Tester_Net Throughput_Current Netw. DL Avg [kBit/s] : [2];QoS Tester_Net Throughput_Current Netw. DL Max [kBit/s] : [1];QoS Tester_Net Throughput_Current Netw. DL Max [kBit/s] : [2];QoS Tester_Net Throughput_Current Netw. UL Avg [kBit/s] : [1];QoS Tester_Net Throughput_Current Netw. UL Avg [kBit/s] : [2];QoS Tester_Net Throughput_Current Netw. UL Max [kBit/s] : [1];QoS Tester_Net Throughput_Current Netw. UL Max [kBit/s] : [2];QoS Tester_Youtube Progress Info_Current MOS : [1];QoS Tester_Youtube Progress Info_Current MOS : [2];QoS Tester_Youtube Progress Info_Current Progress [%] : [1];QoS Tester_Youtube Progress Info_Current Progress [%] : [2];QoS Tester_Youtube Progress Info_Playback Progress [%] : [1];QoS Tester_Youtube Progress Info_Playback Progress [%] : [2];QoS Tester_Youtube Result_Youtube Result : [1];QoS Tester_Youtube Result_Youtube Result : [2];QoS Tester_Youtube Result_Youtube Start Time [ms] : [1];QoS Tester_Youtube Result_Youtube Start Time [ms] : [2];QoS Tester_Youtube Result_Youtube Stop Time [ms] : [1];QoS Tester_Youtube Result_Youtube Stop Time [ms] : [2];QoS Tester_Youtube Result_Movie Quality : [1];QoS Tester_Youtube Result_Movie Quality : [2];QoS Tester_Youtube Result_Movie Duration [s] : [1];QoS Tester_Youtube Result_Movie Duration [s] : [2];QoS Tester_Youtube Result_Movie Size [Byte] : [1];QoS Tester_Youtube Result_Movie Size [Byte] : [2];QoS Tester_Youtube Result_Play Duration [ms] : [1];QoS Tester_Youtube Result_Play Duration [ms] : [2];QoS Tester_Youtube Result_Frame Jitter [ms] : [1];QoS Tester_Youtube Result_Frame Jitter [ms] : [2];QoS Tester_Youtube Result_Session Quality (MOS) : [1];QoS Tester_Youtube Result_Session Quality (MOS) : [2];QoS Tester_Youtube Result_Min. MOS : [1];QoS Tester_Youtube Result_Min. MOS : [2];QoS Tester_Youtube Result_Max. MOS : [1];QoS Tester_Youtube Result_Max. MOS : [2];QoS Tester_Youtube Result_Avg. MOS : [1];QoS Tester_Youtube Result_Avg. MOS : [2];QoS Tester_Youtube Result_Visual Quality (MOS) : [1];QoS Tester_Youtube Result_Visual Quality (MOS) : [2];QoS Tester_Youtube Result_Freezing Time [s] : [1];QoS Tester_Youtube Result_Freezing Time [s] : [2];QoS Tester_Youtube Result_Freezing [%] : [1];QoS Tester_Youtube Result_Freezing [%] : [2];QoS Tester_Youtube Result_Frame Rate [FPS] : [1];QoS Tester_Youtube Result_Frame Rate [FPS] : [2];QoS Tester_Youtube Result_Jerkiness [%] : [1];QoS Tester_Youtube Result_Jerkiness [%] : [2];QoS Tester_Youtube Result_Blurring [%] : [1];QoS Tester_Youtube Result_Blurring [%] : [2];QoS Tester_Youtube Result_Blockiness [%] : [1];QoS Tester_Youtube Result_Blockiness [%] : [2];QoS Tester_Youtube Result_Tiling [%] : [1];QoS Tester_Youtube Result_Tiling [%] : [2];QoS Tester_Youtube Result_PSNR [dB] : [1];QoS Tester_Youtube Result_PSNR [dB] : [2];QoS Tester_Youtube Result_Lum. Offset [%] : [1];QoS Tester_Youtube Result_Lum. Offset [%] : [2];QoS Tester_Youtube Result_Lum. Gain [%] : [1];QoS Tester_Youtube Result_Lum. Gain [%] : [2];QoS Tester_Youtube Result_Time to first Picture [ms] : [1];QoS Tester_Youtube Result_Time to first Picture [ms] : [2]
25.03.2023;10:26:26.673;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;0.0;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?
